isocode,sub-region,sub-region-score,Year,Prosperity Growth
GBR,Northern Europe,0.19307814704047296,2010,0.6443693372938384
GEO,Western Asia,0.11970141955784389,2010,1.499031490749779
GHA,Sub-Saharan Africa,0.1966062009358823,2010,1.4704653422037737
GIN,Sub-Saharan Africa,0.1966062009358823,2010,1.0248612297905808
GRC,Southern Europe,0.25529253520662787,2010,-0.6546457078721772
GTM,Latin America and the Caribbean,0.19918489028372544,2010,0.33367580837673216
GUY,Latin America and the Caribbean,0.19918489028372544,2010,0.23278511895073706
HKG,Eastern Asia,0.10904252794053804,2010,0.7215156555175781
HND,Latin America and the Caribbean,0.19918489028372544,2010,-0.162017822265625
HRV,Southern Europe,0.25529253520662787,2010,0.5297614203558965
HUN,Eastern Europe,0.266389516800169,2010,0.10821745130751026
IDN,South-eastern Asia,0.3039828027997696,2010,0.15160242716471828
IND,Southern Asia,0.2417285253131201,2010,-0.5125423007541272
IRL,Northern Europe,0.19307814704047296,2010,1.094679090711793
IRN,Southern Asia,0.2417285253131201,2010,0.6008993784586565
IRQ,Western Asia,0.11970141955784389,2010,-0.4153938293457031
ISL,Northern Europe,0.19307814704047296,2010,0.5658560858832544
ISR,Western Asia,0.11970141955784389,2010,0.03138944837782276
ITA,Southern Europe,0.25529253520662787,2010,-0.5266261630588076
JAM,Latin America and the Caribbean,0.19918489028372544,2010,0.08156288994683791
JOR,Western Asia,0.11970141955784389,2010,-0.4856317308214031
JPN,Eastern Asia,0.10904252794053804,2010,0.2793625725640254
KAZ,Central Asia,0.4199508788093687,2010,0.35253736707899463
KEN,Sub-Saharan Africa,0.1966062009358823,2010,1.7201029459635464
KGZ,Central Asia,0.4199508788093687,2010,-0.6357972886827312
KHM,South-eastern Asia,0.3039828027997696,2010,0.06654908921983349
KOR,Eastern Asia,0.10904252794053804,2010,1.1743401421441035
KWT,Western Asia,0.11970141955784389,2010,-0.7171995374891438
LAO,South-eastern Asia,0.3039828027997696,2010,0.34014087253146386
LBN,Western Asia,0.11970141955784389,2010,0.00562286376953125
LBR,Sub-Saharan Africa,0.1966062009358823,2010,0.851629045274521
LBY,Northern Africa,-0.17422699802136268,2010,0.015253702799476798
LKA,Southern Asia,0.2417285253131201,2010,0.9420895046658018
LSO,Sub-Saharan Africa,0.1966062009358823,2010,0.12658776177300268
LTU,Northern Europe,0.19307814704047296,2010,0.7214334275987397
LUX,Western Europe,0.15470879310383043,2010,0.6102625528971402
LVA,Northern Europe,0.19307814704047296,2010,0.30438571506076073
MAR,Northern Africa,-0.17422699802136268,2010,0.3546689351399763
MDA,Eastern Europe,0.266389516800169,2010,1.5530552334255674
MDG,Sub-Saharan Africa,0.1966062009358823,2010,-0.3635554843478701
MEX,Latin America and the Caribbean,0.19918489028372544,2010,0.8221698337131045
MKD,Southern Europe,0.25529253520662787,2010,0.10356903076171875
MLI,Sub-Saharan Africa,0.1966062009358823,2010,1.1920753055148694
MLT,Southern Europe,0.25529253520662787,2010,-0.2794456481933594
MNE,Southern Europe,0.25529253520662787,2010,0.6671651204427107
MNG,Eastern Asia,0.10904252794053804,2010,0.8427946302625813
MOZ,Sub-Saharan Africa,0.1966062009358823,2010,0.6349023183186873
MRT,Sub-Saharan Africa,0.1966062009358823,2010,0.6648782094319685
MUS,Sub-Saharan Africa,0.1966062009358823,2010,0.3693385654025576
MWI,Sub-Saharan Africa,0.1966062009358823,2010,0.35432222154405224
MYS,South-eastern Asia,0.3039828027997696,2010,-0.33703867594400805
NAM,Sub-Saharan Africa,0.1966062009358823,2010,0.7239256964789504
NER,Sub-Saharan Africa,0.1966062009358823,2010,-0.01073243882920849
NGA,Sub-Saharan Africa,0.1966062009358823,2010,1.3824789259168853
NIC,Latin America and the Caribbean,0.19918489028372544,2010,0.15606689453125
NLD,Western Europe,0.15470879310383043,2010,0.508997175428604
NOR,Northern Europe,0.19307814704047296,2010,0.170074462890625
NPL,Southern Asia,0.2417285253131201,2010,0.6316464742024763
NZL,Australia and New Zealand,0.0062095399886845015,2010,0.21927558051214646
OMN,Western Asia,0.11970141955784389,2010,-0.07304636637369555
PAK,Southern Asia,0.2417285253131201,2010,1.5744942559136348
PAN,Latin America and the Caribbean,0.19918489028372544,2010,0.2883906894259951
PER,Latin America and the Caribbean,0.19918489028372544,2010,0.8475295172797317
PHL,South-eastern Asia,0.3039828027997696,2010,0.36839591132270044
POL,Eastern Europe,0.266389516800169,2010,2.013810051812065
PRT,Southern Europe,0.25529253520662787,2010,0.5332306755913692
PRY,Latin America and the Caribbean,0.19918489028372544,2010,0.8848537868923643
QAT,Western Asia,0.11970141955784389,2010,-0.039594438340934346
ROU,Eastern Europe,0.266389516800169,2010,-0.7578875223795549
RUS,Eastern Europe,0.266389516800169,2010,1.0486183166503906
RWA,Sub-Saharan Africa,0.1966062009358823,2010,0.2773848639594192
SAU,Western Asia,0.11970141955784389,2010,0.9975270165337449
SDN,Northern Africa,-0.17422699802136268,2010,-0.21197658114962792
SEN,Sub-Saharan Africa,0.1966062009358823,2010,2.0007745954725564
SGP,South-eastern Asia,0.3039828027997696,2010,0.6828248765733633
SLE,Sub-Saharan Africa,0.1966062009358823,2010,-0.5701018439398879
SLV,Latin America and the Caribbean,0.19918489028372544,2010,-0.21589363945854956
SUR,Latin America and the Caribbean,0.19918489028372544,2010,0.45624075995551294
SVK,Eastern Europe,0.266389516800169,2010,0.616444057888458
SVN,Southern Europe,0.25529253520662787,2010,2.3434770372178804
SWE,Northern Europe,0.19307814704047296,2010,0.9280925326877139
SWZ,Sub-Saharan Africa,0.1966062009358823,2010,0.3826353285047759
TCD,Sub-Saharan Africa,0.1966062009358823,2010,1.0068637000189895
TGO,Sub-Saharan Africa,0.1966062009358823,2010,1.2436659071180571
THA,South-eastern Asia,0.3039828027997696,2010,0.42329279581706203
TJK,Central Asia,0.4199508788093687,2010,0.6930580139160156
TTO,Latin America and the Caribbean,0.19918489028372544,2010,0.5043729146321638
TUN,Northern Africa,-0.17422699802136268,2010,0.3803410000271299
TUR,Western Asia,0.11970141955784389,2010,1.386593712700737
TZA,Sub-Saharan Africa,0.1966062009358823,2010,-0.29226854112413037
UGA,Sub-Saharan Africa,0.1966062009358823,2010,0.7985941569010393
UKR,Eastern Europe,0.266389516800169,2010,0.6918076409233933
URY,Latin America and the Caribbean,0.19918489028372544,2010,-0.10428068372938526
USA,Northern America,0.03483581542968851,2010,-0.19121466742622317
VEN,Latin America and the Caribbean,0.19918489028372544,2010,0.33450105455187185
VNM,South-eastern Asia,0.3039828027997696,2010,-0.10281541612413037
YEM,Western Asia,0.11970141955784389,2010,0.13212521870931226
ZAF,Sub-Saharan Africa,0.1966062009358823,2010,0.6435432434082031
ZMB,Sub-Saharan Africa,0.1966062009358823,2010,0.19549306233724195
ZWE,Sub-Saharan Africa,0.1966062009358823,2010,2.7467373741997605
AFG,Southern Asia,0.2417285253131201,2011,-1.4780949486626511
AGO,Sub-Saharan Africa,0.1966062009358823,2011,-0.4772366417778855
ALB,Southern Europe,0.25529253520662787,2011,0.10980606079101562
ARE,Western Asia,0.11970141955784389,2011,-0.021616617838539298
ARG,Latin America and the Caribbean,0.19918489028372544,2011,0.7367006937662737
ARM,Western Asia,0.11970141955784389,2011,-0.16144561767578125
AUS,Australia and New Zealand,0.0062095399886845015,2011,-0.40156385633680713
AUT,Western Europe,0.15470879310383043,2011,-0.4988310072157134
AZE,Western Asia,0.11970141955784389,2011,0.6803550720214844
BDI,Sub-Saharan Africa,0.1966062009358823,2011,0.14511002434624487
BEL,Western Europe,0.15470879310383043,2011,0.4282523261176152
BEN,Sub-Saharan Africa,0.1966062009358823,2011,0.6038468678792341
BFA,Sub-Saharan Africa,0.1966062009358823,2011,1.051699744330513
BGD,Southern Asia,0.2417285253131201,2011,1.2426155938042527
BGR,Eastern Europe,0.266389516800169,2011,-0.21096674601236742
BHR,Western Asia,0.11970141955784389,2011,-1.1647750006781692
BLR,Eastern Europe,0.266389516800169,2011,-0.6929056379530181
BLZ,Latin America and the Caribbean,0.19918489028372544,2011,-0.06784184773763258
BOL,Latin America and the Caribbean,0.19918489028372544,2011,0.9797524346245652
BRA,Latin America and the Caribbean,0.19918489028372544,2011,0.8173700968424527
BWA,Sub-Saharan Africa,0.1966062009358823,2011,-0.025960286458335702
CAF,Sub-Saharan Africa,0.1966062009358823,2011,0.9163203769260022
CAN,Northern America,0.03483581542968851,2011,-0.08239067925347854
CHE,Western Europe,0.15470879310383043,2011,0.07306162516276515
CHL,Latin America and the Caribbean,0.19918489028372544,2011,-0.15112431844075047
CHN,Eastern Asia,0.10904252794053804,2011,-0.06697930230034643
CIV,Sub-Saharan Africa,0.1966062009358823,2011,-0.660036722819008
CMR,Sub-Saharan Africa,0.1966062009358823,2011,1.0566274854871978
COD,Sub-Saharan Africa,0.1966062009358823,2011,0.5214680565728074
COG,Sub-Saharan Africa,0.1966062009358823,2011,2.4161923726399763
COL,Latin America and the Caribbean,0.19918489028372544,2011,0.4396213955349424
COM,Sub-Saharan Africa,0.1966062009358823,2011,0.42800331115722656
CRI,Latin America and the Caribbean,0.19918489028372544,2011,-0.8556997511121978
CYP,Western Asia,0.11970141955784389,2011,-0.420093960232208
CZE,Eastern Europe,0.266389516800169,2011,-0.11439090304905619
DEU,Western Europe,0.15470879310383043,2011,0.1788427564832773
DJI,Sub-Saharan Africa,0.1966062009358823,2011,-1.4398903316921619
DNK,Northern Europe,0.19307814704047296,2011,-0.2886004977756187
DOM,Latin America and the Caribbean,0.19918489028372544,2011,0.1962123446994326
DZA,Northern Africa,-0.17422699802136268,2011,-0.6004909939236072
ECU,Latin America and the Caribbean,0.19918489028372544,2011,1.3867662217881929
EGY,Northern Africa,-0.17422699802136268,2011,-0.5613396962483748
ESP,Southern Europe,0.25529253520662787,2011,-0.07216856214735401
EST,Northern Europe,0.19307814704047296,2011,1.433419121636291
ETH,Sub-Saharan Africa,0.1966062009358823,2011,0.07206938001844776
FIN,Northern Europe,0.19307814704047296,2011,0.522907680935333
FRA,Western Europe,0.15470879310383043,2011,0.11987219916450442
GAB,Sub-Saharan Africa,0.1966062009358823,2011,1.6257858276367188
GBR,Northern Europe,0.19307814704047296,2011,0.4910261366102304
GEO,Western Asia,0.11970141955784389,2011,0.8838424682617188
GHA,Sub-Saharan Africa,0.1966062009358823,2011,-0.23609712388780224
GIN,Sub-Saharan Africa,0.1966062009358823,2011,0.9403394063313755
GRC,Southern Europe,0.25529253520662787,2011,-1.392661624484596
GTM,Latin America and the Caribbean,0.19918489028372544,2011,-0.2755826314290317
GUY,Latin America and the Caribbean,0.19918489028372544,2011,0.27140680948893703
HKG,Eastern Asia,0.10904252794053804,2011,0.23539394802517677
HND,Latin America and the Caribbean,0.19918489028372544,2011,0.9083336724175339
HRV,Southern Europe,0.25529253520662787,2011,-0.8062498304578938
HUN,Eastern Europe,0.266389516800169,2011,0.18521838717990136
IDN,South-eastern Asia,0.3039828027997696,2011,1.4278271993001255
IND,Southern Asia,0.2417285253131201,2011,0.5458581712510906
IRL,Northern Europe,0.19307814704047296,2011,0.35978444417318656
IRN,Southern Asia,0.2417285253131201,2011,1.1647993723551409
IRQ,Western Asia,0.11970141955784389,2011,-1.043508105807831
ISL,Northern Europe,0.19307814704047296,2011,-0.15086619059245265
ISR,Western Asia,0.11970141955784389,2011,0.56036376953125
ITA,Southern Europe,0.25529253520662787,2011,0.04513083563909959
JAM,Latin America and the Caribbean,0.19918489028372544,2011,-0.10358471340603614
JOR,Western Asia,0.11970141955784389,2011,-0.5305391947428362
JPN,Eastern Asia,0.10904252794053804,2011,0.4908858405219121
KAZ,Central Asia,0.4199508788093687,2011,0.2087656656901018
KEN,Sub-Saharan Africa,0.1966062009358823,2011,0.6366971333821567
KGZ,Central Asia,0.4199508788093687,2011,1.1844071282280808
KHM,South-eastern Asia,0.3039828027997696,2011,0.8181182013617629
KOR,Eastern Asia,0.10904252794053804,2011,0.23573006523979245
KWT,Western Asia,0.11970141955784389,2011,0.7843089633517764
LAO,South-eastern Asia,0.3039828027997696,2011,0.4797562493218308
LBN,Western Asia,0.11970141955784389,2011,-0.37552642822265625
LBR,Sub-Saharan Africa,0.1966062009358823,2011,0.7383698357476121
LBY,Northern Africa,-0.17422699802136268,2011,-1.0444367726643833
LKA,Southern Asia,0.2417285253131201,2011,0.5610669453938755
LSO,Sub-Saharan Africa,0.1966062009358823,2011,-0.07558865017361427
LTU,Northern Europe,0.19307814704047296,2011,0.7131046719021299
LUX,Western Europe,0.15470879310383043,2011,-0.041162278917099115
LVA,Northern Europe,0.19307814704047296,2011,1.2556627061632
MAR,Northern Africa,-0.17422699802136268,2011,0.11717478434244555
MDA,Eastern Europe,0.266389516800169,2011,0.37239752875434107
MDG,Sub-Saharan Africa,0.1966062009358823,2011,0.3652335272894973
MEX,Latin America and the Caribbean,0.19918489028372544,2011,-0.44266467624240136
MKD,Southern Europe,0.25529253520662787,2011,0.3050320943196638
MLI,Sub-Saharan Africa,0.1966062009358823,2011,0.6142830318874744
MLT,Southern Europe,0.25529253520662787,2011,0.9938765631781621
MNE,Southern Europe,0.25529253520662787,2011,-0.3998018900553362
MNG,Eastern Asia,0.10904252794053804,2011,0.9157083299424968
MOZ,Sub-Saharan Africa,0.1966062009358823,2011,0.2543292575412295
MRT,Sub-Saharan Africa,0.1966062009358823,2011,-0.47614245944552636
MUS,Sub-Saharan Africa,0.1966062009358823,2011,-0.12385347154405224
MWI,Sub-Saharan Africa,0.1966062009358823,2011,-2.3481648763020786
MYS,South-eastern Asia,0.3039828027997696,2011,0.9583833482530437
NAM,Sub-Saharan Africa,0.1966062009358823,2011,0.12421883477104956
NER,Sub-Saharan Africa,0.1966062009358823,2011,2.7442249721950986
NGA,Sub-Saharan Africa,0.1966062009358823,2011,0.564164479573563
NIC,Latin America and the Caribbean,0.19918489028372544,2011,0.2719107733832473
NLD,Western Europe,0.15470879310383043,2011,-0.04542965359158302
NOR,Northern Europe,0.19307814704047296,2011,-0.5936770968966982
NPL,Southern Asia,0.2417285253131201,2011,-0.37243864271376026
NZL,Australia and New Zealand,0.0062095399886845015,2011,0.18860456678602588
OMN,Western Asia,0.11970141955784389,2011,0.3003294203016509
PAK,Southern Asia,0.2417285253131201,2011,-0.41273668077257497
PAN,Latin America and the Caribbean,0.19918489028372544,2011,0.38371573554145755
PER,Latin America and the Caribbean,0.19918489028372544,2011,0.2934481302897112
PHL,South-eastern Asia,0.3039828027997696,2011,0.7099850972493513
POL,Eastern Europe,0.266389516800169,2011,-0.8537411159939268
PRT,Southern Europe,0.25529253520662787,2011,0.3778279622395786
PRY,Latin America and the Caribbean,0.19918489028372544,2011,1.1137411329481282
QAT,Western Asia,0.11970141955784389,2011,0.6267450120714031
ROU,Eastern Europe,0.266389516800169,2011,0.19392140706379735
RUS,Eastern Europe,0.266389516800169,2011,-0.30431323581272096
RWA,Sub-Saharan Africa,0.1966062009358823,2011,0.4337268405490491
SAU,Western Asia,0.11970141955784389,2011,-0.3076864878336565
SDN,Northern Africa,-0.17422699802136268,2011,-1.1789527469211194
SEN,Sub-Saharan Africa,0.1966062009358823,2011,-1.6271917555067361
SGP,South-eastern Asia,0.3039828027997696,2011,-0.6451454162597656
SLE,Sub-Saharan Africa,0.1966062009358823,2011,0.9411987728542783
SLV,Latin America and the Caribbean,0.19918489028372544,2011,0.07361645168727904
SUR,Latin America and the Caribbean,0.19918489028372544,2011,-0.32792960272895044
SVK,Eastern Europe,0.266389516800169,2011,0.009903377956817394
SVN,Southern Europe,0.25529253520662787,2011,-0.6425713433159643
SWE,Northern Europe,0.19307814704047296,2011,-0.1694539388020928
SWZ,Sub-Saharan Africa,0.1966062009358823,2011,-0.24897744920518505
TCD,Sub-Saharan Africa,0.1966062009358823,2011,2.632377836439346
TGO,Sub-Saharan Africa,0.1966062009358823,2011,2.555584589640297
THA,South-eastern Asia,0.3039828027997696,2011,0.3880301581488652
TJK,Central Asia,0.4199508788093687,2011,1.311745537651916
TTO,Latin America and the Caribbean,0.19918489028372544,2011,2.0226092868381045
TUN,Northern Africa,-0.17422699802136268,2011,-1.5224880642361143
TUR,Western Asia,0.11970141955784389,2011,0.0849507649739607
TZA,Sub-Saharan Africa,0.1966062009358823,2011,1.0495936075846402
UGA,Sub-Saharan Africa,0.1966062009358823,2011,0.2530517578125
UKR,Eastern Europe,0.266389516800169,2011,0.48116344875759864
URY,Latin America and the Caribbean,0.19918489028372544,2011,1.0659556918674014
USA,Northern America,0.03483581542968851,2011,-0.4067323472764741
VEN,Latin America and the Caribbean,0.19918489028372544,2011,0.05158869425455492
VNM,South-eastern Asia,0.3039828027997696,2011,-0.27543894449869555
YEM,Western Asia,0.11970141955784389,2011,-1.75673039754232
ZAF,Sub-Saharan Africa,0.1966062009358823,2011,0.31731372409396386
ZMB,Sub-Saharan Africa,0.1966062009358823,2011,1.5141088697645415
ZWE,Sub-Saharan Africa,0.1966062009358823,2011,2.2462770673963774
AFG,Southern Asia,0.2417285253131201,2012,1.768298043145073
AGO,Sub-Saharan Africa,0.1966062009358823,2012,-1.2328764597574846
ALB,Southern Europe,0.25529253520662787,2012,0.14858796861436474
ARE,Western Asia,0.11970141955784389,2012,0.35877143012152857
ARG,Latin America and the Caribbean,0.19918489028372544,2012,-0.5979838901095889
ARM,Western Asia,0.11970141955784389,2012,1.3010101318359375
AUS,Australia and New Zealand,0.0062095399886845015,2012,-0.5467766655815893
AUT,Western Europe,0.15470879310383043,2012,-0.11394331190321338
AZE,Western Asia,0.11970141955784389,2012,0.2526198493109817
BDI,Sub-Saharan Africa,0.1966062009358823,2012,0.2068513234456475
BEL,Western Europe,0.15470879310383043,2012,-0.782268100314667
BEN,Sub-Saharan Africa,0.1966062009358823,2012,0.9984664916992188
BFA,Sub-Saharan Africa,0.1966062009358823,2012,0.697307162814667
BGD,Southern Asia,0.2417285253131201,2012,-0.6670468648274763
BGR,Eastern Europe,0.266389516800169,2012,0.6610683865017322
BHR,Western Asia,0.11970141955784389,2012,-0.09991878933376341
BLR,Eastern Europe,0.266389516800169,2012,0.2378114064534529
BLZ,Latin America and the Caribbean,0.19918489028372544,2012,-0.11027442084418482
BOL,Latin America and the Caribbean,0.19918489028372544,2012,1.596579657660591
BRA,Latin America and the Caribbean,0.19918489028372544,2012,-0.5384919908311616
BWA,Sub-Saharan Africa,0.1966062009358823,2012,0.007080078125
CAF,Sub-Saharan Africa,0.1966062009358823,2012,-0.07159784105089528
CAN,Northern America,0.03483581542968851,2012,0.07736884223091067
CHE,Western Europe,0.15470879310383043,2012,0.9252696567111514
CHL,Latin America and the Caribbean,0.19918489028372544,2012,0.8473591274685219
CHN,Eastern Asia,0.10904252794053804,2012,0.33781221177843435
CIV,Sub-Saharan Africa,0.1966062009358823,2012,2.1608087751600493
CMR,Sub-Saharan Africa,0.1966062009358823,2012,0.22555414835611742
COD,Sub-Saharan Africa,0.1966062009358823,2012,0.9092854393853074
COG,Sub-Saharan Africa,0.1966062009358823,2012,-0.06871159871419508
COL,Latin America and the Caribbean,0.19918489028372544,2012,0.46824985080294823
COM,Sub-Saharan Africa,0.1966062009358823,2012,0.07359483506944287
CRI,Latin America and the Caribbean,0.19918489028372544,2012,1.493682861328125
CYP,Western Asia,0.11970141955784389,2012,-1.4502376980251626
CZE,Eastern Europe,0.266389516800169,2012,-0.5738711886935732
DEU,Western Europe,0.15470879310383043,2012,0.11129887898763968
DJI,Sub-Saharan Africa,0.1966062009358823,2012,-0.2799534267849424
DNK,Northern Europe,0.19307814704047296,2012,-0.13893254597981297
DOM,Latin America and the Caribbean,0.19918489028372544,2012,0.5626809861924897
DZA,Northern Africa,-0.17422699802136268,2012,-0.18391715155707544
ECU,Latin America and the Caribbean,0.19918489028372544,2012,1.033131069607201
EGY,Northern Africa,-0.17422699802136268,2012,0.00632582770453638
ESP,Southern Europe,0.25529253520662787,2012,0.12636905246310448
EST,Northern Europe,0.19307814704047296,2012,-0.5441182454427036
ETH,Sub-Saharan Africa,0.1966062009358823,2012,0.3299806382920991
FIN,Northern Europe,0.19307814704047296,2012,0.07764350043403567
FRA,Western Europe,0.15470879310383043,2012,-0.8309042188856353
GAB,Sub-Saharan Africa,0.1966062009358823,2012,-0.9786766899956589
GBR,Northern Europe,0.19307814704047296,2012,0.0385695563422388
GEO,Western Asia,0.11970141955784389,2012,0.5899670918782576
GHA,Sub-Saharan Africa,0.1966062009358823,2012,0.2797228495279924
GIN,Sub-Saharan Africa,0.1966062009358823,2012,-1.35398843553331
GRC,Southern Europe,0.25529253520662787,2012,-0.9779557122124558
GTM,Latin America and the Caribbean,0.19918489028372544,2012,1.1848793029785156
GUY,Latin America and the Caribbean,0.19918489028372544,2012,0.2829526265462192
HKG,Eastern Asia,0.10904252794053804,2012,-0.9475063747829893
HND,Latin America and the Caribbean,0.19918489028372544,2012,-0.20181147257486742
HRV,Southern Europe,0.25529253520662787,2012,-0.08230294121636206
HUN,Eastern Europe,0.266389516800169,2012,-0.4179072909884951
IDN,South-eastern Asia,0.3039828027997696,2012,-0.9490314059787295
IND,Southern Asia,0.2417285253131201,2012,-0.9548611111111143
IRL,Northern Europe,0.19307814704047296,2012,-1.229653252495666
IRN,Southern Asia,0.2417285253131201,2012,0.3324521382649763
IRQ,Western Asia,0.11970141955784389,2012,-0.02276017930773122
ISL,Northern Europe,0.19307814704047296,2012,-0.468225691053604
ISR,Western Asia,0.11970141955784389,2012,-0.1414341396755674
ITA,Southern Europe,0.25529253520662787,2012,0.2384444342719263
JAM,Latin America and the Caribbean,0.19918489028372544,2012,0.23453564114041114
JOR,Western Asia,0.11970141955784389,2012,-1.1614956325954822
JPN,Eastern Asia,0.10904252794053804,2012,-0.43217298719618213
KAZ,Central Asia,0.4199508788093687,2012,0.853271484375
KEN,Sub-Saharan Africa,0.1966062009358823,2012,-0.6122966342502139
KGZ,Central Asia,0.4199508788093687,2012,-0.11202706231011206
KHM,South-eastern Asia,0.3039828027997696,2012,-0.22696050008138258
KOR,Eastern Asia,0.10904252794053804,2012,0.13909912109375
KWT,Western Asia,0.11970141955784389,2012,0.36562856038411695
LAO,South-eastern Asia,0.3039828027997696,2012,-0.9572614034016951
LBN,Western Asia,0.11970141955784389,2012,-1.4167522854275134
LBR,Sub-Saharan Africa,0.1966062009358823,2012,0.38167063395182765
LBY,Northern Africa,-0.17422699802136268,2012,1.7045415242512973
LKA,Southern Asia,0.2417285253131201,2012,0.9918886820475308
LSO,Sub-Saharan Africa,0.1966062009358823,2012,0.6795484754774321
LTU,Northern Europe,0.19307814704047296,2012,0.5586229960123674
LUX,Western Europe,0.15470879310383043,2012,-0.5868047078450473
LVA,Northern Europe,0.19307814704047296,2012,0.3951678805881045
MAR,Northern Africa,-0.17422699802136268,2012,0.18342463175455492
MDA,Eastern Europe,0.266389516800169,2012,-0.18800523546007497
MDG,Sub-Saharan Africa,0.1966062009358823,2012,-0.9355799357096402
MEX,Latin America and the Caribbean,0.19918489028372544,2012,0.7717119852701799
MKD,Southern Europe,0.25529253520662787,2012,-0.20352978176541114
MLI,Sub-Saharan Africa,0.1966062009358823,2012,-4.434513515896263
MLT,Southern Europe,0.25529253520662787,2012,0.04663213094076468
MNE,Southern Europe,0.25529253520662787,2012,-0.4034483167860259
MNG,Eastern Asia,0.10904252794053804,2012,0.4153251647949219
MOZ,Sub-Saharan Africa,0.1966062009358823,2012,0.12997351752387232
MRT,Sub-Saharan Africa,0.1966062009358823,2012,-0.15556632147895044
MUS,Sub-Saharan Africa,0.1966062009358823,2012,0.39937633938259864
MWI,Sub-Saharan Africa,0.1966062009358823,2012,0.5374819437662737
MYS,South-eastern Asia,0.3039828027997696,2012,0.6147143046061103
